USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.9  0.0  25300 15288 ?        Ss   10:43   0:01 /sbin/init splash threadirqs
kali        2465  0.0  0.0 260752 11532 ?        Ssl  10:43   0:00 /usr/libexec/gsd-datetime
kali        2468  0.0  0.0 390964 10164 ?        Ssl  10:43   0:00 /usr/libexec/gsd-housekeeping
kali        2470  0.0  0.0 383176  7720 ?        Ssl  10:43   0:00 /usr/libexec/gsd-keyboard
kali        2472  0.2  0.5 1140688 83724 ?       Sl   10:43   0:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
kali        2473  0.0  0.0 544092 13336 ?        Ssl  10:43   0:00 /usr/libexec/gsd-media-keys
kali        2477  0.0  0.0 467560 10788 ?        Ssl  10:43   0:00 /usr/libexec/gsd-power
kali        2485  0.4  0.4 912532 75520 ?        Sl   10:43   0:00 /usr/bin/kdeconnectd
kali        2489  0.3  0.4 615556 67148 ?        Sl   10:43   0:00 /usr/bin/python3 /usr/bin/blueman-applet
kali        2494  0.0  0.0 312492  8988 ?        Sl   10:43   0:00 /usr/libexec/gsd-disk-utility-notify
kali        2498  0.0  0.0 328060 12720 ?        Ssl  10:43   0:00 /usr/libexec/gsd-print-notifications
kali        2501  0.0  0.0 456964  7540 ?        Ssl  10:43   0:00 /usr/libexec/gsd-rfkill
kali        2502  0.0  0.0 169876  7160 ?        Ssl  10:43   0:00 /usr/libexec/gsd-screensaver-proxy
kali        2507  0.2  0.8 1333320 136972 ?      Sl   10:43   0:00 /usr/bin/xwaylandvideobridge
kali        2510  0.0  0.0 410400 12184 ?        Ssl  10:43   0:00 /usr/libexec/gsd-sharing
kali        2513  0.0  0.0 395688 14920 ?        Ssl  10:43   0:00 /usr/libexec/gsd-smartcard
kali        2522  0.0  0.0 254988  9744 ?        Ssl  10:43   0:00 /usr/libexec/gsd-sound
kali        2525  0.0  0.0 480584  9260 ?        Ssl  10:43   0:00 /usr/libexec/gsd-usb-protection
kali        2527  0.0  0.0 390472 10148 ?        Ssl  10:43   0:00 /usr/libexec/gsd-wwan
kali        2529  0.0  0.0 538364 12372 ?        Ssl  10:43   0:00 /usr/libexec/gvfs-udisks2-volume-monitor
root        2554  0.1  0.0 544400 15656 ?        Ssl  10:43   0:00 /usr/libexec/udisks2/udisksd
kali        2575  0.0  0.1 468296 31796 ?        Sl   10:43   0:00 /usr/libexec/goa-daemon
kali        2585  0.0  0.0 169300  7524 ?        Sl   10:43   0:00 /usr/libexec/ibus-memconf
kali        2591  2.2  0.2 501812 38844 ?        Sl   10:43   0:02 /usr/libexec/ibus-extension-gtk3
kali        2592  0.0  0.1 2663200 32164 ?       Sl   10:43   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
kali        2609  0.0  0.0 308648  7632 ?        Sl   10:43   0:00 /usr/libexec/ibus-portal
kali        2659  0.5  0.1 736628 31520 ?        SNsl 10:43   0:00 /usr/libexec/localsearch-3
kali        2695  0.0  0.0 399996 11760 ?        Sl   10:43   0:00 /usr/libexec/gsd-printer
kali        2696  0.1  0.1 1097852 20964 ?       Ssl  10:43   0:00 /usr/libexec/xdg-desktop-portal
kali        2699  0.0  0.0 388032  9756 ?        Sl   10:43   0:00 /usr/libexec/goa-identity-service
kali        2705  0.0  0.1 931976 28252 ?        Ssl  10:43   0:00 /usr/libexec/evolution-calendar-factory
kali        2732  0.0  0.0 613548  7304 ?        Ssl  10:43   0:00 /usr/libexec/xdg-document-portal
kali        2740  0.0  0.0 308912  7456 ?        Ssl  10:43   0:00 /usr/libexec/gvfs-gphoto2-volume-monitor
root        2746  0.0  0.0   2592  2012 ?        Ss   10:43   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
kali        2753  0.2  0.3 546528 52740 ?        Ssl  10:43   0:00 /usr/libexec/xdg-desktop-portal-gnome
kali        2758  0.0  0.0 389984  8908 ?        Ssl  10:43   0:00 /usr/libexec/gvfs-afc-volume-monitor
kali        2769  0.0  0.0 307896  7056 ?        Ssl  10:43   0:00 /usr/libexec/gvfs-goa-volume-monitor
kali        2781  0.0  0.2 800424 32932 ?        Ssl  10:43   0:00 /usr/libexec/evolution-addressbook-factory
kali        2784  0.0  0.0 307944  6928 ?        Ssl  10:43   0:00 /usr/libexec/gvfs-mtp-volume-monitor
kali        2792  0.0  0.5 620920 88484 ?        Sl   10:43   0:00 /usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.PQVZL3 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients -enable-ei-portal
root        2809  0.0  0.0  16692  7300 ?        S    10:43   0:00 systemd-userwork: waiting...
root        2810  0.0  0.0  16692  7228 ?        S    10:43   0:00 systemd-userwork: waiting...
kali        2820  0.0  0.0 169296  7712 ?        Sl   10:43   0:00 /usr/libexec/ibus-engine-simple
kali        2846  0.2  0.5 877644 82160 ?        Ssl  10:44   0:00 /usr/bin/dolphin --daemon
kali        2848  0.0  0.0 387136  9288 ?        Sl   10:44   0:00 /usr/libexec/gvfsd-recent --spawner :1.13 /org/gtk/gvfs/exec_spaw/0
kali        2849  0.0  0.0 534472  9564 ?        Sl   10:44   0:00 /usr/libexec/gvfsd-trash --spawner :1.13 /org/gtk/gvfs/exec_spaw/1
kali        2954  0.0  0.0 168972  6856 ?        Ssl  10:44   0:00 /usr/libexec/gvfsd-metadata
kali        3028  0.0  0.1 495100 25164 ?        Ssl  10:44   0:00 /usr/libexec/bluetooth/obexd
root        3107  0.0  0.0      0     0 ?        I    10:44   0:00 [kworker/3:7]
kali        3109  0.0  0.0 254080 15972 ?        Ssl  10:44   0:00 /usr/libexec/gsd-xsettings
kali        3136  0.0  0.4 468028 72124 ?        Sl   10:44   0:00 /usr/libexec/ibus-x11
kali        3137  0.3  0.6 845504 113988 ?       Sl   10:44   0:00 /usr/libexec/mutter-x11-frames
kali        3218  0.4  0.4 2792744 68292 ?       Sl   10:44   0:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
root        3291  0.0  0.0      0     0 ?        I<   10:44   0:00 [kworker/u21:3-ttm]
root        3313  0.0  0.0      0     0 ?        I<   10:44   0:00 [kworker/u21:4-ttm]
root        3314  0.0  0.0      0     0 ?        I<   10:44   0:00 [kworker/u21:5-ttm]
root        3315  0.0  0.0      0     0 ?        I<   10:44   0:00 [kworker/u21:6-ttm]
root        3316  0.0  0.0      0     0 ?        I    10:44   0:00 [kworker/1:7-events]
root        3317  0.0  0.0      0     0 ?        I<   10:44   0:00 [kworker/u21:7-ttm]
root        3320  0.0  0.0      0     0 ?        I<   10:44   0:00 [kworker/u21:8-ttm]
root        3321  0.0  0.0      0     0 ?        I    10:44   0:00 [kworker/1:8-mm_percpu_wq]
root        3322  0.0  0.0      0     0 ?        I    10:44   0:00 [kworker/1:9-events]
root        3323  0.0  0.0      0     0 ?        I    10:44   0:00 [kworker/1:10-events]
root        3324  0.0  0.0      0     0 ?        I    10:44   0:00 [kworker/1:11-events]
root        3325  0.0  0.0      0     0 ?        I<   10:44   0:00 [kworker/u21:9-ttm]
root        3326  0.0  0.0      0     0 ?        I    10:44   0:00 [kworker/1:12]
root        3327  0.0  0.0      0     0 ?        I<   10:44   0:00 [kworker/u21:10-ttm]
root        3328  0.0  0.0      0     0 ?        I<   10:44   0:00 [kworker/u21:11]
root        3329  0.0  0.0      0     0 ?        I<   10:44   0:00 [kworker/u21:12]
root        3351  0.0  0.0      0     0 ?        I<   10:44   0:00 [kworker/u20:3-ttm]
root        3352  0.0  0.0      0     0 ?        I    10:44   0:00 [kworker/2:4-events]
root        3353  0.0  0.0      0     0 ?        I<   10:44   0:00 [kworker/u20:4-ttm]
kali        3404  0.1  0.1 495116 31716 ?        Ssl  10:44   0:00 /usr/libexec/xdg-desktop-portal-gtk
kali        3537  0.8  0.4 1310524 66400 ?       Ssl  10:44   0:00 /usr/libexec/gnome-terminal-server
kali        3659  0.1  0.0  10512  6596 pts/0    Ss+  10:44   0:00 zsh
kali        3953 19.0  2.7 51347784 441960 ?     S<Ll 10:44   0:16 /opt/google/chrome/chrome
kali        3958  0.0  0.0   5856  2032 ?        S    10:44   0:00 cat
kali        3959  0.0  0.0   5856  2040 ?        S    10:44   0:00 cat
kali        4009  0.0  0.0 50353760 3580 ?       Sl   10:44   0:00 /opt/google/chrome/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/kali/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Kali GNU/Linux Rolling --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=145.0.7632.159 --initial-client-fd=5 --shared-client-connection
kali        4012  0.0  0.0 50345548 3460 ?       Sl   10:44   0:00 /opt/google/chrome/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/kali/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Kali GNU/Linux Rolling --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=145.0.7632.159 --initial-client-fd=4 --shared-client-connection
kali        4032  0.0  0.3 50732704 62884 ?      S    10:44   0:00 /opt/google/chrome/chrome --type=zygote --no-zygote-sandbox --crashpad-handler-pid=4009 --enable-crash-reporter=, --change-stack-guard-on-fork=enable
kali        4033  0.0  0.3 50732692 62988 ?      S    10:44   0:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=4009 --enable-crash-reporter=, --change-stack-guard-on-fork=enable
kali        4055  0.0  0.1 50732716 18448 ?      S    10:44   0:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=4009 --enable-crash-reporter=, --change-stack-guard-on-fork=enable
kali        4169 21.4  1.2 51232788 200232 ?     S<l  10:44   0:18 /opt/google/chrome/chrome --type=gpu-process --ozone-platform=wayland --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=4009 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --gpu-preferences=UAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAYAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --metrics-shmem-handle=4,i,7547371000189657558,16341115124374205788,262144 --field-trial-handle=3,i,11669965806659172070,9987615823833789082,262144 --disable-features=EyeDropper --variations-seed-version=20260312-170006.655000-production --trace-process-track-uuid=3190708988185955192
kali        4171  4.1  0.8 50735404 130580 ?     Sl   10:44   0:03 /opt/google/chrome/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=4009 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7924441497065942583,131702239347525937,524288 --field-trial-handle=3,i,11669965806659172070,9987615823833789082,262144 --disable-features=EyeDropper --variations-seed-version=20260312-170006.655000-production --trace-process-track-uuid=3190708989122997041
kali        4182  0.0  0.3 50783324 55736 ?      Sl   10:44   0:00 /opt/google/chrome/chrome --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=4009 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5163135354878504327,9412866249880194214,524288 --field-trial-handle=3,i,11669965806659172070,9987615823833789082,262144 --disable-features=EyeDropper --variations-seed-version=20260312-170006.655000-production --trace-process-track-uuid=3190708990060038890
kali        4272  6.9  1.4 1461420968 229972 ?   S<l  10:44   0:05 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4009 --enable-crash-reporter=, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1773380617841553 --launch-time-ticks=45132133 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,16760690437336823971,15804897035035436086,2097152 --field-trial-handle=3,i,11669965806659172070,9987615823833789082,262144 --disable-features=EyeDropper --variations-seed-version=20260312-170006.655000-production --trace-process-track-uuid=3190708992871164437
kali        4301  0.2  0.6 1461417824 99012 ?    S<l  10:44   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4009 --enable-crash-reporter=, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=8 --time-ticks-at-unix-epoch=-1773380617841553 --launch-time-ticks=45266025 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,40308150422383000,231224069340401116,2097152 --field-trial-handle=3,i,11669965806659172070,9987615823833789082,262144 --disable-features=EyeDropper --variations-seed-version=20260312-170006.655000-production --trace-process-track-uuid=3190708993808206286
kali        4329  0.3  0.5 909552 81584 ?        Sl   10:44   0:00 /usr/bin/plasma-browser-integration-host chrome-extension://cimiefiiaegbelhefglklhhakcgmhkai/
kali        4398 55.8  1.9 1459746544 318600 ?   SNl  10:44   0:46 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4009 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=17 --time-ticks-at-unix-epoch=-1773380617841553 --launch-time-ticks=48089005 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9605792353107727812,10914426841279029318,2097152 --field-trial-handle=3,i,11669965806659172070,9987615823833789082,262144 --disable-features=EyeDropper --variations-seed-version=20260312-170006.655000-production --trace-process-track-uuid=3190709002241582927
kali        4435  0.4  0.7 1461423496 125312 ?   SNl  10:44   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4009 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=13 --time-ticks-at-unix-epoch=-1773380617841553 --launch-time-ticks=49272323 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,764871688374162502,13684792131718894356,2097152 --field-trial-handle=3,i,11669965806659172070,9987615823833789082,262144 --disable-features=EyeDropper --variations-seed-version=20260312-170006.655000-production --trace-process-track-uuid=3190708998493415531
kali        4461  1.6  1.1 1459735836 183640 ?   SNl  10:44   0:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4009 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=18 --time-ticks-at-unix-epoch=-1773380617841553 --launch-time-ticks=50033486 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,4039519572551904253,1577633523290872693,2097152 --field-trial-handle=3,i,11669965806659172070,9987615823833789082,262144 --disable-features=EyeDropper --variations-seed-version=20260312-170006.655000-production --trace-process-track-uuid=3190709003178624776
kali        4471  0.2  0.7 1459709692 126572 ?   SNl  10:44   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4009 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=19 --time-ticks-at-unix-epoch=-1773380617841553 --launch-time-ticks=50090584 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7826370194559384432,2157585111165354266,2097152 --field-trial-handle=3,i,11669965806659172070,9987615823833789082,262144 --disable-features=EyeDropper --variations-seed-version=20260312-170006.655000-production --trace-process-track-uuid=3190709004115666625
root        4490  0.0  0.0      0     0 ?        I    10:44   0:00 [kworker/2:5-events]
root        4491  0.0  0.0      0     0 ?        I    10:44   0:00 [kworker/2:6-events]
root        4492  0.0  0.0      0     0 ?        I    10:44   0:00 [kworker/2:7]
kali        4493 10.3  2.4 1471740684 392476 ?   Sl   10:44   0:08 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4009 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=20 --time-ticks-at-unix-epoch=-1773380617841553 --launch-time-ticks=51448822 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,2277972208341107575,4980501937438090646,2097152 --field-trial-handle=3,i,11669965806659172070,9987615823833789082,262144 --disable-features=EyeDropper --variations-seed-version=20260312-170006.655000-production --trace-process-track-uuid=3190709005052708474
kali        4516  0.3  0.5 50802140 87464 ?      Sl   10:44   0:00 /opt/google/chrome/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=4009 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,3499865812914512812,2364583265724053400,524288 --field-trial-handle=3,i,11669965806659172070,9987615823833789082,262144 --disable-features=EyeDropper --variations-seed-version=20260312-170006.655000-production --trace-process-track-uuid=3190709005989750323
root        4553  0.0  0.0      0     0 ?        I<   10:44   0:00 [kworker/u20:5-ttm]
root        4590  0.0  0.0      0     0 ?        I    10:44   0:00 [kworker/0:4-events]
kali        4634  0.0  0.4 1459700472 74728 ?    S<l  10:44   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4009 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1773380617841553 --launch-time-ticks=64004723 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,11154651286021221427,16452623620841163105,2097152 --field-trial-handle=3,i,11669965806659172070,9987615823833789082,262144 --disable-features=EyeDropper --variations-seed-version=20260312-170006.655000-production --trace-process-track-uuid=3190709010674959568
root        4949  0.0  0.0      0     0 ?        I<   10:45   0:00 [kworker/u20:6-ttm]
root        4950  0.0  0.0      0     0 ?        I<   10:45   0:00 [kworker/u20:7-ttm]
root        4951  0.0  0.0      0     0 ?        I<   10:45   0:00 [kworker/u20:8-ttm]
root        4952  0.0  0.0      0     0 ?        I<   10:45   0:00 [kworker/u20:9-ttm]
root        4953  0.0  0.0      0     0 ?        I<   10:45   0:00 [kworker/u20:10]
root        5021  0.0  0.0      0     0 ?        I    10:45   0:00 [kworker/0:5-events]
kali        5036 27.7  1.2 2281876 202036 ?      Sl   10:45   0:04 /usr/bin/nautilus --gapplication-service
root        5086  0.2  0.0  17300  7752 ?        Ss   10:45   0:00 /usr/lib/systemd/systemd-hostnamed
kali        5097  0.0  0.0 387424  9220 ?        Sl   10:45   0:00 /usr/libexec/gvfsd-network --spawner :1.13 /org/gtk/gvfs/exec_spaw/2
kali        5108  0.0  0.0 388408  9116 ?        Sl   10:45   0:00 /usr/libexec/gvfsd-dnssd --spawner :1.13 /org/gtk/gvfs/exec_spaw/3
kali        5157  0.0  0.0   3572  2256 ?        S    10:45   0:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib32 /lib32 --symlink /usr/lib64 /lib64 --ro-bind-try /etc/fonts/conf.d /etc/fonts/conf.d --ro-bind-try /etc/fonts/fonts.conf /etc/fonts/fonts.conf --ro-bind-try /home/kali/.cache/fontconfig /home/kali/.cache/fontconfig --ro-bind-try /var/cache/fontconfig /var/cache/fontconfig --bind-try /home/kali/.cache/glycin/usr/libexec/glycin-loaders/2+/glycin-svg /home/kali/.cache/glycin/usr/libexec/glycin-loaders/2+/glycin-svg --setenv XDG_CACHE_HOME /home/kali/.cache/glycin/usr/libexec/glycin-loaders/2+/glycin-svg --seccomp 138 /usr/libexec/glycin-loaders/2+/glycin-svg --dbus-fd 137
kali        5158  0.0  0.0   3572  1392 ?        S    10:45   0:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib32 /lib32 --symlink /usr/lib64 /lib64 --ro-bind-try /etc/fonts/conf.d /etc/fonts/conf.d --ro-bind-try /etc/fonts/fonts.conf /etc/fonts/fonts.conf --ro-bind-try /home/kali/.cache/fontconfig /home/kali/.cache/fontconfig --ro-bind-try /var/cache/fontconfig /var/cache/fontconfig --bind-try /home/kali/.cache/glycin/usr/libexec/glycin-loaders/2+/glycin-svg /home/kali/.cache/glycin/usr/libexec/glycin-loaders/2+/glycin-svg --setenv XDG_CACHE_HOME /home/kali/.cache/glycin/usr/libexec/glycin-loaders/2+/glycin-svg --seccomp 138 /usr/libexec/glycin-loaders/2+/glycin-svg --dbus-fd 137
kali        5159  0.1  0.1 440456 18984 ?        Sl   10:45   0:00 /usr/libexec/glycin-loaders/2+/glycin-svg --dbus-fd 137
kali        5287  0.0  0.0   3572  2188 ?        S    10:45   0:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib32 /lib32 --symlink /usr/lib64 /lib64 --seccomp 49 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 48
kali        5288  0.0  0.0   3572  1380 ?        S    10:45   0:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib32 /lib32 --symlink /usr/lib64 /lib64 --seccomp 49 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 48
kali        5289  0.0  0.0 212656  6784 ?        Sl   10:45   0:00 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 48
kali        5351  5.4  0.0  10516  6548 pts/1    Ss   10:45   0:00 zsh
kali        5359  3.3  0.2 410724 34644 ?        SNl  10:45   0:00 /usr/libexec/localsearch-extractor-3 --socket-fd 3
kali        5378  0.0  0.0   9672  4480 pts/1    R+   10:45   0:00 ps aux
